,ID,round,chef_order,chef_task,chef_left_ticks,sou_chef_order,sou_chef_task,sou_chef_left_ticks,server_order,server_task,server_left_ticks,ticks,order0_task0,order0_task1,order0_task2,order1_task0,order1_task1,order1_task2,order2_task0,order2_task1,order2_task2,order3_task0,order3_task1,order3_task2
15,R_2AMQoTS9E8Eb7zq,round_6_states,,,,,,,1.0,1.0,2.0,15,finished,finished,available,finished,server,unavailable,finished,available,unavailable,available,unavailable,unavailable
16,R_2AMQoTS9E8Eb7zq,round_6_states,,,,0.0,2.0,2.0,1.0,1.0,1.0,16,finished,finished,sou_chef,finished,server,unavailable,finished,available,unavailable,available,unavailable,unavailable
17,R_2AMQoTS9E8Eb7zq,round_6_states,,,,0.0,2.0,1.0,,,,17,finished,finished,sou_chef,finished,finished,available,finished,available,unavailable,available,unavailable,unavailable
18,R_2AMQoTS9E8Eb7zq,round_6_states,,,,,,,2.0,1.0,12.0,18,finished,finished,finished,finished,finished,available,finished,server,unavailable,available,unavailable,unavailable
19,R_2AMQoTS9E8Eb7zq,round_6_states,,,,3.0,0.0,2.0,2.0,1.0,11.0,19,finished,finished,finished,finished,finished,available,finished,server,unavailable,sou_chef,unavailable,unavailable
20,R_2AMQoTS9E8Eb7zq,round_6_states,,,,3.0,0.0,1.0,2.0,1.0,10.0,20,finished,finished,finished,finished,finished,available,finished,server,unavailable,sou_chef,unavailable,unavailable
21,R_2AMQoTS9E8Eb7zq,round_6_states,,,,,,,2.0,1.0,9.0,21,finished,finished,finished,finished,finished,available,finished,server,unavailable,finished,available,unavailable
22,R_2AMQoTS9E8Eb7zq,round_6_states,,,,3.0,1.0,8.0,2.0,1.0,8.0,22,finished,finished,finished,finished,finished,available,finished,server,unavailable,finished,sou_chef,unavailable
23,R_2AMQoTS9E8Eb7zq,round_6_states,,,,3.0,1.0,7.0,2.0,1.0,7.0,23,finished,finished,finished,finished,finished,available,finished,server,unavailable,finished,sou_chef,unavailable
24,R_2AMQoTS9E8Eb7zq,round_6_states,,,,3.0,1.0,6.0,2.0,1.0,6.0,24,finished,finished,finished,finished,finished,available,finished,server,unavailable,finished,sou_chef,unavailable
25,R_2AMQoTS9E8Eb7zq,round_6_states,,,,3.0,1.0,5.0,2.0,1.0,5.0,25,finished,finished,finished,finished,finished,available,finished,server,unavailable,finished,sou_chef,unavailable
26,R_2AMQoTS9E8Eb7zq,round_6_states,,,,3.0,1.0,4.0,2.0,1.0,4.0,26,finished,finished,finished,finished,finished,available,finished,server,unavailable,finished,sou_chef,unavailable
27,R_2AMQoTS9E8Eb7zq,round_6_states,,,,3.0,1.0,3.0,2.0,1.0,3.0,27,finished,finished,finished,finished,finished,available,finished,server,unavailable,finished,sou_chef,unavailable
28,R_2AMQoTS9E8Eb7zq,round_6_states,,,,3.0,1.0,2.0,2.0,1.0,2.0,28,finished,finished,finished,finished,finished,available,finished,server,unavailable,finished,sou_chef,unavailable
29,R_2AMQoTS9E8Eb7zq,round_6_states,,,,3.0,1.0,1.0,2.0,1.0,1.0,29,finished,finished,finished,finished,finished,available,finished,server,unavailable,finished,sou_chef,unavailable
30,R_2AMQoTS9E8Eb7zq,round_6_states,,,,,,,,,,30,finished,finished,finished,finished,finished,available,finished,finished,available,finished,finished,available
31,R_2AMQoTS9E8Eb7zq,round_6_states,,,,,,,,,,31,finished,finished,finished,finished,finished,available,finished,finished,available,finished,finished,available
32,R_2AMQoTS9E8Eb7zq,round_6_states,,,,1.0,2.0,2.0,3.0,2.0,1.0,32,finished,finished,finished,finished,finished,sou_chef,finished,finished,available,finished,finished,server
33,R_2AMQoTS9E8Eb7zq,round_6_states,,,,1.0,2.0,1.0,,,,33,finished,finished,finished,finished,finished,sou_chef,finished,finished,available,finished,finished,finished
0,R_rj6ZxIOrElrhHUZ,round_6_states,,,,,,,,,,0,available,unavailable,unavailable,available,unavailable,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
1,R_rj6ZxIOrElrhHUZ,round_6_states,,,,1.0,0.0,2.0,2.0,0.0,3.0,1,available,unavailable,unavailable,sou_chef,unavailable,unavailable,server,unavailable,unavailable,available,unavailable,unavailable
2,R_rj6ZxIOrElrhHUZ,round_6_states,,,,1.0,0.0,1.0,2.0,0.0,2.0,2,available,unavailable,unavailable,sou_chef,unavailable,unavailable,server,unavailable,unavailable,available,unavailable,unavailable
3,R_rj6ZxIOrElrhHUZ,round_6_states,,,,,,,2.0,0.0,1.0,3,available,unavailable,unavailable,finished,available,unavailable,server,unavailable,unavailable,available,unavailable,unavailable
4,R_rj6ZxIOrElrhHUZ,round_6_states,,,,1.0,1.0,8.0,,,,4,available,unavailable,unavailable,finished,sou_chef,unavailable,finished,available,unavailable,available,unavailable,unavailable
5,R_rj6ZxIOrElrhHUZ,round_6_states,,,,1.0,1.0,7.0,0.0,0.0,3.0,5,server,unavailable,unavailable,finished,sou_chef,unavailable,finished,available,unavailable,available,unavailable,unavailable
6,R_rj6ZxIOrElrhHUZ,round_6_states,,,,1.0,1.0,6.0,0.0,0.0,2.0,6,server,unavailable,unavailable,finished,sou_chef,unavailable,finished,available,unavailable,available,unavailable,unavailable
7,R_rj6ZxIOrElrhHUZ,round_6_states,,,,1.0,1.0,5.0,0.0,0.0,1.0,7,server,unavailable,unavailable,finished,sou_chef,unavailable,finished,available,unavailable,available,unavailable,unavailable
8,R_rj6ZxIOrElrhHUZ,round_6_states,,,,1.0,1.0,4.0,,,,8,finished,available,unavailable,finished,sou_chef,unavailable,finished,available,unavailable,available,unavailable,unavailable
9,R_rj6ZxIOrElrhHUZ,round_6_states,,,,1.0,1.0,3.0,2.0,1.0,12.0,9,finished,available,unavailable,finished,sou_chef,unavailable,finished,server,unavailable,available,unavailable,unavailable
10,R_rj6ZxIOrElrhHUZ,round_6_states,,,,1.0,1.0,2.0,2.0,1.0,11.0,10,finished,available,unavailable,finished,sou_chef,unavailable,finished,server,unavailable,available,unavailable,unavailable
11,R_rj6ZxIOrElrhHUZ,round_6_states,,,,1.0,1.0,1.0,2.0,1.0,10.0,11,finished,available,unavailable,finished,sou_chef,unavailable,finished,server,unavailable,available,unavailable,unavailable
12,R_rj6ZxIOrElrhHUZ,round_6_states,,,,,,,2.0,1.0,9.0,12,finished,available,unavailable,finished,finished,available,finished,server,unavailable,available,unavailable,unavailable
13,R_rj6ZxIOrElrhHUZ,round_6_states,,,,1.0,2.0,2.0,2.0,1.0,8.0,13,finished,available,unavailable,finished,finished,sou_chef,finished,server,unavailable,available,unavailable,unavailable
14,R_rj6ZxIOrElrhHUZ,round_6_states,,,,1.0,2.0,1.0,2.0,1.0,7.0,14,finished,available,unavailable,finished,finished,sou_chef,finished,server,unavailable,available,unavailable,unavailable
15,R_rj6ZxIOrElrhHUZ,round_6_states,,,,,,,2.0,1.0,6.0,15,finished,available,unavailable,finished,finished,finished,finished,server,unavailable,available,unavailable,unavailable
16,R_rj6ZxIOrElrhHUZ,round_6_states,,,,0.0,1.0,8.0,2.0,1.0,5.0,16,finished,sou_chef,unavailable,finished,finished,finished,finished,server,unavailable,available,unavailable,unavailable
17,R_rj6ZxIOrElrhHUZ,round_6_states,,,,0.0,1.0,7.0,2.0,1.0,4.0,17,finished,sou_chef,unavailable,finished,finished,finished,finished,server,unavailable,available,unavailable,unavailable
18,R_rj6ZxIOrElrhHUZ,round_6_states,,,,0.0,1.0,6.0,2.0,1.0,3.0,18,finished,sou_chef,unavailable,finished,finished,finished,finished,server,unavailable,available,unavailable,unavailable
19,R_rj6ZxIOrElrhHUZ,round_6_states,,,,0.0,1.0,5.0,2.0,1.0,2.0,19,finished,sou_chef,unavailable,finished,finished,finished,finished,server,unavailable,available,unavailable,unavailable
20,R_rj6ZxIOrElrhHUZ,round_6_states,,,,0.0,1.0,4.0,2.0,1.0,1.0,20,finished,sou_chef,unavailable,finished,finished,finished,finished,server,unavailable,available,unavailable,unavailable
21,R_rj6ZxIOrElrhHUZ,round_6_states,,,,0.0,1.0,3.0,,,,21,finished,sou_chef,unavailable,finished,finished,finished,finished,finished,available,available,unavailable,unavailable
22,R_rj6ZxIOrElrhHUZ,round_6_states,,,,0.0,1.0,2.0,2.0,2.0,1.0,22,finished,sou_chef,unavailable,finished,finished,finished,finished,finished,server,available,unavailable,unavailable
23,R_rj6ZxIOrElrhHUZ,round_6_states,,,,0.0,1.0,1.0,,,,23,finished,sou_chef,unavailable,finished,finished,finished,finished,finished,finished,available,unavailable,unavailable
24,R_rj6ZxIOrElrhHUZ,round_6_states,,,,,,,,,,24,finished,finished,available,finished,finished,finished,finished,finished,finished,available,unavailable,unavailable
25,R_rj6ZxIOrElrhHUZ,round_6_states,,,,3.0,0.0,2.0,0.0,2.0,1.0,25,finished,finished,server,finished,finished,finished,finished,finished,finished,sou_chef,unavailable,unavailable
26,R_rj6ZxIOrElrhHUZ,round_6_states,,,,3.0,0.0,1.0,,,,26,finished,finished,finished,finished,finished,finished,finished,finished,finished,sou_chef,unavailable,unavailable
27,R_rj6ZxIOrElrhHUZ,round_6_states,,,,,,,,,,27,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,available,unavailable
28,R_rj6ZxIOrElrhHUZ,round_6_states,,,,3.0,1.0,8.0,,,,28,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,sou_chef,unavailable
29,R_rj6ZxIOrElrhHUZ,round_6_states,,,,3.0,1.0,7.0,,,,29,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,sou_chef,unavailable
30,R_rj6ZxIOrElrhHUZ,round_6_states,,,,3.0,1.0,6.0,,,,30,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,sou_chef,unavailable
31,R_rj6ZxIOrElrhHUZ,round_6_states,,,,3.0,1.0,5.0,,,,31,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,sou_chef,unavailable
32,R_rj6ZxIOrElrhHUZ,round_6_states,,,,3.0,1.0,4.0,,,,32,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,sou_chef,unavailable
33,R_rj6ZxIOrElrhHUZ,round_6_states,,,,3.0,1.0,3.0,,,,33,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,sou_chef,unavailable
34,R_rj6ZxIOrElrhHUZ,round_6_states,,,,3.0,1.0,2.0,,,,34,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,sou_chef,unavailable
35,R_rj6ZxIOrElrhHUZ,round_6_states,,,,3.0,1.0,1.0,,,,35,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,sou_chef,unavailable
36,R_rj6ZxIOrElrhHUZ,round_6_states,,,,,,,,,,36,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,available
0,R_wXInZWN1SzxVGNj,round_6_states,,,,,,,,,,0,available,unavailable,unavailable,available,unavailable,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
1,R_wXInZWN1SzxVGNj,round_6_states,,,,0.0,0.0,2.0,1.0,0.0,3.0,1,sou_chef,unavailable,unavailable,server,unavailable,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
2,R_wXInZWN1SzxVGNj,round_6_states,,,,0.0,0.0,1.0,1.0,0.0,2.0,2,sou_chef,unavailable,unavailable,server,unavailable,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
3,R_wXInZWN1SzxVGNj,round_6_states,,,,,,,1.0,0.0,1.0,3,finished,available,unavailable,server,unavailable,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
4,R_wXInZWN1SzxVGNj,round_6_states,,,,2.0,0.0,2.0,,,,4,finished,available,unavailable,finished,available,unavailable,sou_chef,unavailable,unavailable,available,unavailable,unavailable
5,R_wXInZWN1SzxVGNj,round_6_states,,,,2.0,0.0,1.0,0.0,1.0,12.0,5,finished,server,unavailable,finished,available,unavailable,sou_chef,unavailable,unavailable,available,unavailable,unavailable
6,R_wXInZWN1SzxVGNj,round_6_states,,,,,,,0.0,1.0,11.0,6,finished,server,unavailable,finished,available,unavailable,finished,available,unavailable,available,unavailable,unavailable
7,R_wXInZWN1SzxVGNj,round_6_states,,,,1.0,1.0,8.0,0.0,1.0,10.0,7,finished,server,unavailable,finished,sou_chef,unavailable,finished,available,unavailable,available,unavailable,unavailable
8,R_wXInZWN1SzxVGNj,round_6_states,,,,1.0,1.0,7.0,0.0,1.0,9.0,8,finished,server,unavailable,finished,sou_chef,unavailable,finished,available,unavailable,available,unavailable,unavailable
9,R_wXInZWN1SzxVGNj,round_6_states,,,,1.0,1.0,6.0,0.0,1.0,8.0,9,finished,server,unavailable,finished,sou_chef,unavailable,finished,available,unavailable,available,unavailable,unavailable
10,R_wXInZWN1SzxVGNj,round_6_states,,,,1.0,1.0,5.0,0.0,1.0,7.0,10,finished,server,unavailable,finished,sou_chef,unavailable,finished,available,unavailable,available,unavailable,unavailable
11,R_wXInZWN1SzxVGNj,round_6_states,,,,1.0,1.0,4.0,0.0,1.0,6.0,11,finished,server,unavailable,finished,sou_chef,unavailable,finished,available,unavailable,available,unavailable,unavailable
12,R_wXInZWN1SzxVGNj,round_6_states,,,,1.0,1.0,3.0,0.0,1.0,5.0,12,finished,server,unavailable,finished,sou_chef,unavailable,finished,available,unavailable,available,unavailable,unavailable
13,R_wXInZWN1SzxVGNj,round_6_states,,,,1.0,1.0,2.0,0.0,1.0,4.0,13,finished,server,unavailable,finished,sou_chef,unavailable,finished,available,unavailable,available,unavailable,unavailable
14,R_wXInZWN1SzxVGNj,round_6_states,,,,1.0,1.0,1.0,0.0,1.0,3.0,14,finished,server,unavailable,finished,sou_chef,unavailable,finished,available,unavailable,available,unavailable,unavailable
15,R_wXInZWN1SzxVGNj,round_6_states,,,,,,,0.0,1.0,2.0,15,finished,server,unavailable,finished,finished,available,finished,available,unavailable,available,unavailable,unavailable
16,R_wXInZWN1SzxVGNj,round_6_states,,,,1.0,2.0,2.0,0.0,1.0,1.0,16,finished,server,unavailable,finished,finished,sou_chef,finished,available,unavailable,available,unavailable,unavailable
17,R_wXInZWN1SzxVGNj,round_6_states,,,,1.0,2.0,1.0,,,,17,finished,finished,available,finished,finished,sou_chef,finished,available,unavailable,available,unavailable,unavailable
18,R_wXInZWN1SzxVGNj,round_6_states,,,,,,,2.0,1.0,12.0,18,finished,finished,available,finished,finished,finished,finished,server,unavailable,available,unavailable,unavailable
19,R_wXInZWN1SzxVGNj,round_6_states,,,,3.0,0.0,2.0,2.0,1.0,11.0,19,finished,finished,available,finished,finished,finished,finished,server,unavailable,sou_chef,unavailable,unavailable
20,R_wXInZWN1SzxVGNj,round_6_states,,,,3.0,0.0,1.0,2.0,1.0,10.0,20,finished,finished,available,finished,finished,finished,finished,server,unavailable,sou_chef,unavailable,unavailable
21,R_wXInZWN1SzxVGNj,round_6_states,,,,,,,2.0,1.0,9.0,21,finished,finished,available,finished,finished,finished,finished,server,unavailable,finished,available,unavailable
22,R_wXInZWN1SzxVGNj,round_6_states,,,,3.0,1.0,8.0,2.0,1.0,8.0,22,finished,finished,available,finished,finished,finished,finished,server,unavailable,finished,sou_chef,unavailable
23,R_wXInZWN1SzxVGNj,round_6_states,,,,3.0,1.0,7.0,2.0,1.0,7.0,23,finished,finished,available,finished,finished,finished,finished,server,unavailable,finished,sou_chef,unavailable
24,R_wXInZWN1SzxVGNj,round_6_states,,,,3.0,1.0,6.0,2.0,1.0,6.0,24,finished,finished,available,finished,finished,finished,finished,server,unavailable,finished,sou_chef,unavailable
25,R_wXInZWN1SzxVGNj,round_6_states,,,,3.0,1.0,5.0,2.0,1.0,5.0,25,finished,finished,available,finished,finished,finished,finished,server,unavailable,finished,sou_chef,unavailable
26,R_wXInZWN1SzxVGNj,round_6_states,,,,3.0,1.0,4.0,2.0,1.0,4.0,26,finished,finished,available,finished,finished,finished,finished,server,unavailable,finished,sou_chef,unavailable
27,R_wXInZWN1SzxVGNj,round_6_states,,,,3.0,1.0,3.0,2.0,1.0,3.0,27,finished,finished,available,finished,finished,finished,finished,server,unavailable,finished,sou_chef,unavailable
28,R_wXInZWN1SzxVGNj,round_6_states,,,,3.0,1.0,2.0,2.0,1.0,2.0,28,finished,finished,available,finished,finished,finished,finished,server,unavailable,finished,sou_chef,unavailable
29,R_wXInZWN1SzxVGNj,round_6_states,,,,3.0,1.0,1.0,2.0,1.0,1.0,29,finished,finished,available,finished,finished,finished,finished,server,unavailable,finished,sou_chef,unavailable
30,R_wXInZWN1SzxVGNj,round_6_states,,,,,,,,,,30,finished,finished,available,finished,finished,finished,finished,finished,available,finished,finished,available
31,R_wXInZWN1SzxVGNj,round_6_states,,,,0.0,2.0,2.0,2.0,2.0,1.0,31,finished,finished,sou_chef,finished,finished,finished,finished,finished,server,finished,finished,available
32,R_wXInZWN1SzxVGNj,round_6_states,,,,0.0,2.0,1.0,,,,32,finished,finished,sou_chef,finished,finished,finished,finished,finished,finished,finished,finished,available
0,R_33r0xjbw4lwKs9B,round_6_states,,,,,,,,,,0,available,unavailable,unavailable,available,unavailable,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
1,R_33r0xjbw4lwKs9B,round_6_states,,,,0.0,0.0,2.0,,,,1,sou_chef,unavailable,unavailable,available,unavailable,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
2,R_33r0xjbw4lwKs9B,round_6_states,,,,0.0,0.0,1.0,,,,2,sou_chef,unavailable,unavailable,available,unavailable,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
3,R_33r0xjbw4lwKs9B,round_6_states,,,,,,,,,,3,finished,available,unavailable,available,unavailable,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
4,R_33r0xjbw4lwKs9B,round_6_states,,,,1.0,0.0,2.0,0.0,1.0,12.0,4,finished,server,unavailable,sou_chef,unavailable,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
5,R_33r0xjbw4lwKs9B,round_6_states,,,,1.0,0.0,1.0,0.0,1.0,11.0,5,finished,server,unavailable,sou_chef,unavailable,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
6,R_33r0xjbw4lwKs9B,round_6_states,,,,,,,0.0,1.0,10.0,6,finished,server,unavailable,finished,available,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
7,R_33r0xjbw4lwKs9B,round_6_states,,,,2.0,0.0,2.0,0.0,1.0,9.0,7,finished,server,unavailable,finished,available,unavailable,sou_chef,unavailable,unavailable,available,unavailable,unavailable
8,R_33r0xjbw4lwKs9B,round_6_states,,,,2.0,0.0,1.0,0.0,1.0,8.0,8,finished,server,unavailable,finished,available,unavailable,sou_chef,unavailable,unavailable,available,unavailable,unavailable
9,R_33r0xjbw4lwKs9B,round_6_states,,,,,,,0.0,1.0,7.0,9,finished,server,unavailable,finished,available,unavailable,finished,available,unavailable,available,unavailable,unavailable
10,R_33r0xjbw4lwKs9B,round_6_states,,,,1.0,1.0,8.0,0.0,1.0,6.0,10,finished,server,unavailable,finished,sou_chef,unavailable,finished,available,unavailable,available,unavailable,unavailable
11,R_33r0xjbw4lwKs9B,round_6_states,,,,1.0,1.0,7.0,0.0,1.0,5.0,11,finished,server,unavailable,finished,sou_chef,unavailable,finished,available,unavailable,available,unavailable,unavailable
12,R_33r0xjbw4lwKs9B,round_6_states,,,,1.0,1.0,6.0,0.0,1.0,4.0,12,finished,server,unavailable,finished,sou_chef,unavailable,finished,available,unavailable,available,unavailable,unavailable
13,R_33r0xjbw4lwKs9B,round_6_states,,,,1.0,1.0,5.0,0.0,1.0,3.0,13,finished,server,unavailable,finished,sou_chef,unavailable,finished,available,unavailable,available,unavailable,unavailable
14,R_33r0xjbw4lwKs9B,round_6_states,,,,1.0,1.0,4.0,0.0,1.0,2.0,14,finished,server,unavailable,finished,sou_chef,unavailable,finished,available,unavailable,available,unavailable,unavailable
15,R_33r0xjbw4lwKs9B,round_6_states,,,,1.0,1.0,3.0,0.0,1.0,1.0,15,finished,server,unavailable,finished,sou_chef,unavailable,finished,available,unavailable,available,unavailable,unavailable
16,R_33r0xjbw4lwKs9B,round_6_states,,,,1.0,1.0,2.0,,,,16,finished,finished,available,finished,sou_chef,unavailable,finished,available,unavailable,available,unavailable,unavailable
17,R_33r0xjbw4lwKs9B,round_6_states,,,,1.0,1.0,1.0,0.0,2.0,1.0,17,finished,finished,server,finished,sou_chef,unavailable,finished,available,unavailable,available,unavailable,unavailable
18,R_33r0xjbw4lwKs9B,round_6_states,,,,,,,,,,18,finished,finished,finished,finished,finished,available,finished,available,unavailable,available,unavailable,unavailable
19,R_33r0xjbw4lwKs9B,round_6_states,,,,3.0,0.0,2.0,2.0,1.0,12.0,19,finished,finished,finished,finished,finished,available,finished,server,unavailable,sou_chef,unavailable,unavailable
20,R_33r0xjbw4lwKs9B,round_6_states,,,,3.0,0.0,1.0,2.0,1.0,11.0,20,finished,finished,finished,finished,finished,available,finished,server,unavailable,sou_chef,unavailable,unavailable
21,R_33r0xjbw4lwKs9B,round_6_states,,,,,,,2.0,1.0,10.0,21,finished,finished,finished,finished,finished,available,finished,server,unavailable,finished,available,unavailable
22,R_33r0xjbw4lwKs9B,round_6_states,,,,3.0,1.0,8.0,2.0,1.0,9.0,22,finished,finished,finished,finished,finished,available,finished,server,unavailable,finished,sou_chef,unavailable
23,R_33r0xjbw4lwKs9B,round_6_states,,,,3.0,1.0,7.0,2.0,1.0,8.0,23,finished,finished,finished,finished,finished,available,finished,server,unavailable,finished,sou_chef,unavailable
24,R_33r0xjbw4lwKs9B,round_6_states,,,,3.0,1.0,6.0,2.0,1.0,7.0,24,finished,finished,finished,finished,finished,available,finished,server,unavailable,finished,sou_chef,unavailable
25,R_33r0xjbw4lwKs9B,round_6_states,,,,3.0,1.0,5.0,2.0,1.0,6.0,25,finished,finished,finished,finished,finished,available,finished,server,unavailable,finished,sou_chef,unavailable
26,R_33r0xjbw4lwKs9B,round_6_states,,,,3.0,1.0,4.0,2.0,1.0,5.0,26,finished,finished,finished,finished,finished,available,finished,server,unavailable,finished,sou_chef,unavailable
27,R_33r0xjbw4lwKs9B,round_6_states,,,,3.0,1.0,3.0,2.0,1.0,4.0,27,finished,finished,finished,finished,finished,available,finished,server,unavailable,finished,sou_chef,unavailable
28,R_33r0xjbw4lwKs9B,round_6_states,,,,3.0,1.0,2.0,2.0,1.0,3.0,28,finished,finished,finished,finished,finished,available,finished,server,unavailable,finished,sou_chef,unavailable
29,R_33r0xjbw4lwKs9B,round_6_states,,,,3.0,1.0,1.0,2.0,1.0,2.0,29,finished,finished,finished,finished,finished,available,finished,server,unavailable,finished,sou_chef,unavailable
30,R_33r0xjbw4lwKs9B,round_6_states,,,,,,,2.0,1.0,1.0,30,finished,finished,finished,finished,finished,available,finished,server,unavailable,finished,finished,available
31,R_33r0xjbw4lwKs9B,round_6_states,,,,3.0,2.0,2.0,,,,31,finished,finished,finished,finished,finished,available,finished,finished,available,finished,finished,sou_chef
32,R_33r0xjbw4lwKs9B,round_6_states,,,,3.0,2.0,1.0,1.0,2.0,1.0,32,finished,finished,finished,finished,finished,server,finished,finished,available,finished,finished,sou_chef
33,R_33r0xjbw4lwKs9B,round_6_states,,,,,,,,,,33,finished,finished,finished,finished,finished,finished,finished,finished,available,finished,finished,finished
0,R_2Vs7SqqHkwt7vv0,round_6_states,,,,,,,,,,0,available,unavailable,unavailable,available,unavailable,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
1,R_2Vs7SqqHkwt7vv0,round_6_states,,,,0.0,0.0,2.0,1.0,0.0,3.0,1,sou_chef,unavailable,unavailable,server,unavailable,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
2,R_2Vs7SqqHkwt7vv0,round_6_states,,,,0.0,0.0,1.0,1.0,0.0,2.0,2,sou_chef,unavailable,unavailable,server,unavailable,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
3,R_2Vs7SqqHkwt7vv0,round_6_states,,,,,,,1.0,0.0,1.0,3,finished,available,unavailable,server,unavailable,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
4,R_2Vs7SqqHkwt7vv0,round_6_states,,,,0.0,1.0,8.0,,,,4,finished,sou_chef,unavailable,finished,available,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
5,R_2Vs7SqqHkwt7vv0,round_6_states,,,,0.0,1.0,7.0,,,,5,finished,sou_chef,unavailable,finished,available,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
6,R_2Vs7SqqHkwt7vv0,round_6_states,,,,0.0,1.0,6.0,1.0,1.0,12.0,6,finished,sou_chef,unavailable,finished,server,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
7,R_2Vs7SqqHkwt7vv0,round_6_states,,,,0.0,1.0,5.0,1.0,1.0,11.0,7,finished,sou_chef,unavailable,finished,server,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
8,R_2Vs7SqqHkwt7vv0,round_6_states,,,,0.0,1.0,4.0,1.0,1.0,10.0,8,finished,sou_chef,unavailable,finished,server,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
9,R_2Vs7SqqHkwt7vv0,round_6_states,,,,0.0,1.0,3.0,1.0,1.0,9.0,9,finished,sou_chef,unavailable,finished,server,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
10,R_2Vs7SqqHkwt7vv0,round_6_states,,,,0.0,1.0,2.0,1.0,1.0,8.0,10,finished,sou_chef,unavailable,finished,server,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
11,R_2Vs7SqqHkwt7vv0,round_6_states,,,,0.0,1.0,1.0,1.0,1.0,7.0,11,finished,sou_chef,unavailable,finished,server,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
12,R_2Vs7SqqHkwt7vv0,round_6_states,,,,,,,1.0,1.0,6.0,12,finished,finished,available,finished,server,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
13,R_2Vs7SqqHkwt7vv0,round_6_states,,,,2.0,0.0,2.0,1.0,1.0,5.0,13,finished,finished,available,finished,server,unavailable,sou_chef,unavailable,unavailable,available,unavailable,unavailable
14,R_2Vs7SqqHkwt7vv0,round_6_states,,,,2.0,0.0,1.0,1.0,1.0,4.0,14,finished,finished,available,finished,server,unavailable,sou_chef,unavailable,unavailable,available,unavailable,unavailable
15,R_2Vs7SqqHkwt7vv0,round_6_states,,,,,,,1.0,1.0,3.0,15,finished,finished,available,finished,server,unavailable,finished,available,unavailable,available,unavailable,unavailable
16,R_2Vs7SqqHkwt7vv0,round_6_states,,,,2.0,1.0,8.0,1.0,1.0,2.0,16,finished,finished,available,finished,server,unavailable,finished,sou_chef,unavailable,available,unavailable,unavailable
17,R_2Vs7SqqHkwt7vv0,round_6_states,,,,2.0,1.0,7.0,1.0,1.0,1.0,17,finished,finished,available,finished,server,unavailable,finished,sou_chef,unavailable,available,unavailable,unavailable
18,R_2Vs7SqqHkwt7vv0,round_6_states,,,,2.0,1.0,6.0,,,,18,finished,finished,available,finished,finished,available,finished,sou_chef,unavailable,available,unavailable,unavailable
19,R_2Vs7SqqHkwt7vv0,round_6_states,,,,2.0,1.0,5.0,1.0,2.0,1.0,19,finished,finished,available,finished,finished,server,finished,sou_chef,unavailable,available,unavailable,unavailable
20,R_2Vs7SqqHkwt7vv0,round_6_states,,,,2.0,1.0,4.0,,,,20,finished,finished,available,finished,finished,finished,finished,sou_chef,unavailable,available,unavailable,unavailable
21,R_2Vs7SqqHkwt7vv0,round_6_states,,,,2.0,1.0,3.0,0.0,2.0,1.0,21,finished,finished,server,finished,finished,finished,finished,sou_chef,unavailable,available,unavailable,unavailable
22,R_2Vs7SqqHkwt7vv0,round_6_states,,,,2.0,1.0,2.0,,,,22,finished,finished,finished,finished,finished,finished,finished,sou_chef,unavailable,available,unavailable,unavailable
23,R_2Vs7SqqHkwt7vv0,round_6_states,,,,2.0,1.0,1.0,,,,23,finished,finished,finished,finished,finished,finished,finished,sou_chef,unavailable,available,unavailable,unavailable
